Position,Force,Speed
-29613.0332,-8.979999542,19.20999908
-29678.46289,-8.930000305,18.12000084
-29736.32422,-8.989999771,16.87999916
-29794.67383,-8.989999771,16.07999992
-29853.75586,-8.989999771,15.73999977
-29910.88477,-9,15.35000038
-29979.24414,-8.989999771,14.43999958
-30040.76758,-8.979999542,13.64999962
-30091.79297,-8.93999958,13.34000015
-30150.14258,-8.920000076,12.48999977
-30210.68945,-8.930000305,11.39000034
-30279.04883,-8.859999657,10.63000011
-30335.20117,-8.829999924,9.859999657
-30391.10938,-8.819999695,8.899999619
-30450.67969,-8.819999695,7.230000019
-30510.73828,-8.760000229,4.340000153
-30572.50586,-8.909999847,2.75
-30633.54102,-8.979999542,4.610000134
-30697.26172,-8.930000305,6.320000172
-30758.29688,-8.979999542,7.710000038
-30812.00781,-8.960000038,9.050000191
-30872.55469,-8.93999958,10.34000015
-30930.66016,-8.930000305,11.97999954
-31001.70508,-8.909999847,12.68999958
-31059.81055,-8.979999542,13.56999969
-31110.10352,-8.989999771,14.30000019
-31170.40625,-8.960000038,14.47999954
-31230.70898,-8.960000038,14.77999973
-31292.96484,-8.93999958,15.02000046
-31359.61523,-8.979999542,15.80000019
-31415.76758,-8.930000305,16.69000053
-31470.21094,-8.960000038,16.87999916
-31544.67383,-8.930000305,17.68000031
-31605.46484,-8.899999619,18.20000076
-31659.17578,-8.970000267,18.06999969
-31712.1543,-8.899999619,18.04000092
-31785.15234,-8.949999809,18.10000038
-31844.9668,-8.930000305,18.78000069
-31909.41992,-8.920000076,19.54000092
-31950.67969,-8.930000305,19.70000076
-32010.49414,-8.930000305,19.75
-32077.14453,-8.93999958,20.60000038
-32141.10938,-8.869999886,20.5
-32199.70313,-8.909999847,20.14999962
-32256.83203,-8.909999847,20.12000084
-32318.84375,-8.949999809,20.21999931
-32384.0293,-8.869999886,20.61000061
-32446.28516,-8.920000076,20.54999924
-32501.46094,-8.909999847,19.97999954
-32555.9043,-8.909999847,19.77000046
-32615.47461,-8.93999958,19.59000015
-32670.16211,-8.899999619,18.95999908
-32733.63867,-8.899999619,17.86000061
-32793.69922,-8.93999958,16.92000008
-32857.17578,-8.880000114,16.69000053
-32920.65234,-8.930000305,16.34000015
-32974.60547,-8.93999958,15.14000034
-33032.71094,-8.890000343,13.42000008
-33093.99219,-8.899999619,11.97999954
-33152.82813,-8.890000343,9.220000267
-33210.20313,-8.779999733,0.050000001
-33209.95703,-8.680000305,0.02
-33210.69141,-8.680000305,0.07
-33209.95703,-8.659999847,0.02
-33210.20313,-8.680000305,0
-33209.95703,-8.619999886,0.039999999
-33210.44531,-8.640000343,0.01
-33209.95703,-8.630000114,0.01
-33210.20313,-8.600000381,0.029999999
-33208.73828,-6.75,-0.670000017
-33148.19141,-7.21999979,-3.579999924
-33086.91016,-7.46999979,-5.730000019
-33026.36328,-7.699999809,-7.300000191
-32961.66797,-7.889999866,-8.31000042
-32899.65625,-8.050000191,-9.359999657
-32840.81641,-8.260000229,-10.31999969
-32782.71094,-8.329999924,-10.85000038
-32723.14063,-8.43999958,-11.35999966
-32656.97852,-8.510000229,-12.15999985
-32599.84961,-8.609999657,-13.11999989
-32536.12891,-8.649999619,-14.11999989
-32489.74219,-8.68999958,-14.31000042
-32426.99805,-8.680000305,-15.02000046
-32356.19727,-8.729999542,-15.90999985
-32306.39258,-8.739999771,-15.88000011
-32244.38086,-8.760000229,-15.75
-32180.9043,-8.800000191,-15.92000008
-32114.25391,-8.81000042,-16.29000092
-32059.56641,-8.819999695,-16.64999962
-32006.58789,-8.859999657,-16.82999992
-31942.13477,-8.859999657,-16.62999916
-31874.50781,-8.869999886,-16.77000046
-31824.21484,-8.850000381,-16.88999939
-31763.17969,-8.869999886,-16.04999924
-31705.5625,-8.920000076,-15.52999973
-31648.67773,-8.890000343,-15.14000034
-31588.13086,-8.920000076,-15.17000008
-31526.60742,-8.890000343,-15.17000008
-31459.71289,-8.890000343,-14.27000046
-31406.49023,-8.920000076,-14.06999969
-31337.39844,-8.960000038,-13.72000027
-31282.95508,-8.899999619,-12.47999954
-31223.87305,-8.960000038,-11.14000034
-31164.30273,-8.920000076,-9.680000305
-31107.41797,-8.979999542,-7.440000057
-31113.0332,-8.909999847,2.210000038
-31173.33594,-8.970000267,3.960000038
-31234.37109,-9,4.789999962
-31290.52344,-8.960000038,5.369999886
-31352.53516,-8.960000038,6.079999924
-31410.64063,-8.970000267,6.840000153
-31473.62891,-8.970000267,7.369999886
-31534.17578,-8.949999809,8.100000381
-31595.21094,-9,8.359999657
-31651.11914,-8.979999542,8.100000381
-31714.5957,-8.970000267,7.400000095
-31774.16602,-8.970000267,6.300000191
-31830.31836,-8.949999809,0.280000001
-31890.37695,-9.010000229,2.25999999
-31951.16797,-8.989999771,2.900000095
-32011.71484,-8.93999958,3.099999905
-32075.43555,-8.93999958,4.579999924
-32135.73828,-8.93999958,5.550000191
-32191.1582,-9,5.860000134
-32251.70508,-8.979999542,6.119999886
-32314.69336,-8.930000305,6.210000038
-32370.35742,-8.930000305,6.730000019
-32435.78711,-8.970000267,7.039999962
-32494.86914,-8.949999809,6.429999828
-32552.73047,-9.020000458,5.289999962
-32611.08008,-8.989999771,3.890000105
-32607.66211,-4.309999943,-2.25999999
-32548.82422,-4.360000134,-4.460000038
-32482.17383,-4.269999981,-6.46999979
-32424.06836,-4.269999981,-8.170000076
-32366.93945,-4.320000172,-9.430000305
-32309.07813,-4.340000153,-10.27000046
-32239.00977,-4.289999962,-10.90999985
-32181.63672,-4.28000021,-11.05000019
-32124.50781,-4.28000021,-11.35999966
-32058.58984,-4.320000172,-12.09000015
-32006.09961,-4.300000191,-12.43000031
-31942.86719,-4.320000172,-12.61999989
-31874.75195,-4.260000229,-13.05000019
-31821.04102,-4.28000021,-13.30000019
-31758.29688,-4.25,-12.77000046
-31697.26172,-4.320000172,-12.63000011
-31646.96875,-4.260000229,-12.72999954
-31588.86328,-4.230000019,-13.46000004
-31527.58398,-4.239999771,-14.05000019
-31469.47852,-4.309999943,-14.26000023
-31406.73438,-4.269999981,-14.71000004
-31338.13086,-4.309999943,-15.59000015
-31276.36328,-4.269999981,-15.39000034
-31214.83984,-4.300000191,-15.47000027
-31165.2793,-4.25,-16
-31093.01367,-4.289999962,-16.67000008
-31034.17578,-4.260000229,-17.45000076
-30979.48828,-4.269999981,-17.5
-30922.60352,-4.309999943,-18.29999924
-30854.73242,-4.309999943,-19.37000084
-30791.98828,-4.21999979,-19.52000046
-30734.12695,-4.269999981,-19.59000015
-30673.33594,-4.28000021,-19.88999939
-30606.92969,-4.269999981,-20.78000069
-30558.10156,-4.320000172,-21.36000061
-30509.51758,-4.300000191,-21.70999908
-30442.86719,-4.309999943,-21.97999954
-30363.52148,-4.300000191,-23.32999992
-30312.74023,-4.230000019,-23.52000046
-30265.37695,-4.28000021,-23.62000084
-30190.91406,-4.230000019,-23.95999908
-30139.40039,-4.230000019,-24.55999947
-30081.53906,-4.289999962,-25.5
-30019.2832,-4.28000021,-26.45000076
-29961.91016,-4.230000019,-26.97999954
-29903.80469,-4.269999981,-27.68000031
-29839.35156,-4.260000229,-28.32999992
-29778.80469,-4.289999962,-28.42000008
-29720.94336,-4.320000172,-28.45000076
-29663.08203,-4.25,-28.89999962
-29598.14063,-4.309999943,-29.77000046
-29530.02539,-4.260000229,-30.36000061
-29465.81641,-4.309999943,-30.85000038
-29397.70117,-4.260000229,-31.82999992
-29359.37109,-4.25,-32.09999847
-29291.01172,-4.260000229,-32.20000076
-29227.7793,-4.28000021,-32.11000061
-29164.05859,-4.239999771,-32.29999924
-29129.87891,-4.28000021,-32.70000076
-29055.66016,-4.289999962,-33.43000031
-28985.10352,-4.25,-33.83000183
-28948.72656,-4.239999771,-34.11999893
-28868.4043,-4.28000021,-35.36999893
-28829.3418,-4.230000019,-35.33000183
-28759.27344,-4.269999981,-35.33000183
-28687.74023,-4.269999981,-35.5
-28614.25391,-4.28000021,-36
-28574.94727,-4.25,-36.68000031
-28492.18359,-4.309999943,-37.34000015
-28451.16797,-4.309999943,-37.74000168
-28409.66406,-4.269999981,-38.52999878
-28321.5293,-4.320000172,-38.90000153
-28282.22266,-4.269999981,-38.93999863
-28203.85352,-4.309999943,-39.15000153
-28162.83789,-4.260000229,-39.38000107
-28077.38867,-4.300000191,-40.06999969
-28034.9082,-4.239999771,-40.47999954
-27951.41406,-4.269999981,-40.5
-27909.42188,-4.230000019,-41.08000183
-27862.79102,-4.300000191,-41.47999954
-27775.87695,-4.300000191,-41.25
-27737.05859,-4.289999962,-41.18000031
-27658.44531,-4.300000191,-40.90999985
-27617.42969,-4.269999981,-41.20000076
-27529.7832,-4.289999962,-41.56999969
-27487.05859,-4.289999962,-41.33000183
-27448.24023,-4.239999771,-41.38999939
-27358.88477,-4.28000021,-42.04999924
-27315.91602,-4.309999943,-41.74000168
-27238.03516,-4.230000019,-41.27000046
-27198.97266,-4.309999943,-41.15000153
-27115.7207,-4.269999981,-41.68000031
-27070.79883,-4.260000229,-41.99000168
-27025.87695,-4.260000229,-41.93999863
-26943.11328,-4.269999981,-42.27000046
-26897.21484,-4.300000191,-42.97999954
-26847.41016,-4.309999943,-43.06999969
-26762.9375,-4.260000229,-42.56999969
-26722.89844,-4.260000229,-42.5
-26638.66992,-4.289999962,-42.77999878
-26593.25977,-4.230000019,-43.29999924
-26544.91992,-4.300000191,-43.61000061
-26454.09961,-4.269999981,-43.93999863
-26407.71289,-4.320000172,-44.56000137
-26357.17578,-4.320000172,-44.70000076
-26267.33203,-4.309999943,-44.36999893
-26225.33984,-4.289999962,-44.25999832
-26182.12695,-4.260000229,-44.18999863
-26089.59766,-4.300000191,-45.24000168
-26038.81641,-4.269999981,-45.41999817
-25991.69727,-4.239999771,-45.38000107
-25946.77539,-4.300000191,-45.63000107
-25847.6543,-4.309999943,-46.29000092
-25800.04688,-4.269999981,-46.11000061
-25755.61328,-4.269999981,-45.72999954
-25669.91992,-4.289999962,-45.63000107
-25623.5332,-4.239999771,-46.02000046
-25573.72852,-4.300000191,-46.22000122
-25525.63281,-4.25,-46.27000046
-25431.15039,-4.260000229,-46.70999908
-25381.83398,-4.320000172,-47.16999817
-25330.07617,-4.309999943,-47.04999924
-25284.17773,-4.300000191,-46.86000061
-25196.53125,-4.28000021,-46.45999908
-25150.38867,-4.28000021,-46.66999817
-25101.80469,-4.289999962,-46.95000076
-25002.92773,-4.300000191,-47.34000015
-24954.09961,-4.239999771,-47.90999985
-24900.87695,-4.309999943,-48.52000046
-24846.43359,-4.28000021,-48.74000168
-24795.65234,-4.289999962,-48.70999908
-24747.3125,-4.289999962,-48.65999985
-24650.14453,-4.300000191,-49
-24598.38672,-4.260000229,-49.72999954
-24541.74609,-4.320000172,-50.20000076
-24487.05859,-4.230000019,-50.63000107
-24432.37109,-4.300000191,-51.47999954
-24372.80078,-4.309999943,-51.95999908
-24316.16016,-4.269999981,-51.97000122
-24264.1582,-4.269999981,-51.90000153
-24160.1543,-4.269999981,-52.40999985
-24104.00195,-4.269999981,-52.86000061
-24046.87305,-4.28000021,-53.40000153
-23988.2793,-4.25,-53.52999878
-23933.5918,-4.289999962,-54.15999985
-23873.5332,-4.25,-54.56999969
-23815.18359,-4.28000021,-54.25999832
-23763.91406,-4.25,-53.88999939
-23713.62109,-4.25,-53.38999939
-23665.03711,-4.269999981,-53.47999954
-23555.41797,-4.300000191,-53.75999832
-23500.73047,-4.28000021,-53.66999817
-23447.99609,-4.309999943,-53.61000061
-23395.01758,-4.239999771,-54.00999832
-23337.15625,-4.300000191,-53.63999939
-23287.10742,-4.320000172,-53.25999832
-23237.54688,-4.230000019,-52.93999863
-23187.74219,-4.300000191,-52.90999985
-23082.0293,-4.25,-53.25
-23025.87695,-4.309999943,-53.11000061
-22974.11914,-4.320000172,-53.25999832
-22919.43164,-4.269999981,-54.04999924
-22857.9082,-4.25,-54.04000092
-22803.95313,-4.320000172,-53.86999893
-22751.70703,-4.309999943,-53.68000031
-22699.94922,-4.269999981,-53.38999939
-22649.41211,-4.309999943,-53.75999832
-22534.17773,-4.289999962,-54.33000183
-22478.26953,-4.28000021,-54.58000183
-22421.38477,-4.28000021,-55.04000092
-22362.05859,-4.300000191,-54.99000168
-22307.37109,-4.289999962,-55.08000183
-22251.46289,-4.260000229,-54.77000046
-22199.70508,-4.260000229,-54.63000107
-22146.48242,-4.300000191,-55.25999832
-22085.20313,-4.320000172,-55.91999817
-22022.94727,-4.289999962,-55.90000153
-21967.2832,-4.25,-56.13000107
-21908.93359,-4.25,-56.65999985
-21847.41016,-4.25,-56.79000092
-21789.30469,-4.300000191,-56.52999878
-21735.34961,-4.269999981,-56.06000137
-21683.83594,-4.300000191,-55.99000168
-21628.66016,-4.289999962,-56.38000107
-21568.60156,-4.28000021,-56.52000046
-21455.80859,-4.320000172,-56.58000183
-21397.21484,-4.25,-57.22999954
-21333.73828,-4.320000172,-57.02999878
-21278.5625,-4.28000021,-56.52999878
-21226.80469,-4.260000229,-56.5
-21170.65234,-4.28000021,-56.66999817
-21112.54688,-4.25,-56.99000168
-21052.48828,-4.309999943,-57.13999939
-20993.89453,-4.300000191,-57.29000092
-20935.30078,-4.25,-57.99000168
-20870.60352,-4.309999943,-58.27999878
-20809.56836,-4.269999981,-57.99000168
-20754.39258,-4.300000191,-57.86999893
-20697.75195,-4.28000021,-57.95000076
-20639.1582,-4.239999771,-58.22000122
-20578.36719,-4.329999924,-58.90999985
-20512.9375,-4.309999943,-59
-20453.12305,-4.300000191,-59.65000153
-20387.44922,-4.260000229,-60.09999847
-20322.99609,-4.28000021,-59.79999924
-20266.11133,-4.329999924,-59.66999817
-20207.76172,-4.300000191,-59.75999832
-20147.21484,-4.28000021,-60.59999847
-20078.61133,-4.28000021,-60.90999985
-20014.89063,-4.329999924,-60.72999954
-19955.80859,-4.260000229,-60.97000122
-19892.57617,-4.309999943,-61.5
-19825.92578,-4.28000021,-61.41999817
-19765.13477,-4.309999943,-60.95000076
-19708.73828,-4.289999962,-60.43000031
-19591.0625,-4.309999943,-60.93999863
-19527.09766,-4.25,-60.59999847
-19469.72461,-4.269999981,-60.5
-19343.50391,-4.309999943,-60.84999847
-19284.91016,-4.260000229,-60.34000015
-19229.49023,-4.309999943,-59.90999985
-19114.5,-4.269999981,-60.20999908
-19051.02344,-4.300000191,-60.06000137
-18992.42969,-4.28000021,-59.93999863
-18933.83594,-4.320000172,-60.52000046
-18867.91797,-4.260000229,-60.66999817
-18805.66211,-4.309999943,-60.40999985
-18747.80078,-4.260000229,-60.04000092
-18634.27539,-4.320000172,-60.22000122
-18569.82227,-4.289999962,-60.5
-18506.58984,-4.269999981,-60.20000076
-18449.46094,-4.239999771,-60.34000015
-18387.9375,-4.239999771,-60.86000061
-18322.01953,-4.320000172,-60.65999985
-18263.42578,-4.269999981,-60.31000137
-18206.54102,-4.309999943,-60.06000137
-18148.92383,-4.340000153,-60.34000015
-18085.93555,-4.320000172,-60.75
-18021.23828,-4.269999981,-60.52000046
-17962.88867,-4.289999962,-60.25999832
-17905.27148,-4.269999981,-60.50999832
-17842.2832,-4.25,-60.29000092
-17784.17773,-4.289999962,-59.59999847
-17679.68555,-4.340000153,-58.54999924
-17624.02148,-4.28000021,-58.59000015
-17565.18359,-4.25,-58.43000031
-17508.29883,-4.309999943,-57.74000168
-17457.27344,-4.309999943,-57.70000076
-17399.90039,-4.329999924,-57.91999817
-17339.8418,-4.25,-57.52999878
-17286.13086,-4.329999924,-56.52000046
-17239.25586,-4.329999924,-55.77999878
-17140.86719,-4.309999943,-55.16999817
-17086.17969,-4.289999962,-55.13000107
-17031.49219,-4.269999981,-54.58000183
-16982.17578,-4.320000172,-54.36000061
-16929.92969,-4.28000021,-54.97000122
-16869.13867,-4.300000191,-54.75
-16816.4043,-4.260000229,-54.11000061
-16768.55273,-4.289999962,-53.63999939
-16671.14063,-4.28000021,-53.02000046
-16619.38281,-4.25,-53.04000092
-16566.16016,-4.340000153,-53.20000076
-16511.47266,-4.289999962,-52.88999939
-16461.66797,-4.239999771,-53.06000137
-16406.98047,-4.309999943,-53.45000076
-16349.85156,-4.300000191,-53.11000061
-16252.19531,-4.269999981,-52.20000076
-16204.09961,-4.260000229,-51.77000046
-16156.49219,-4.309999943,-51.81999969
-16104.24609,-4.269999981,-51.93000031
-15998.77734,-4.269999981,-51.43000031
-15952.63477,-4.329999924,-51.27999878
-15902.83008,-4.320000172,-51.59000015
-15848.14258,-4.28000021,-51.58000183
-15796.62891,-4.28000021,-50.99000168
-15707.51758,-4.309999943,-49.56999969
-15665.28125,-4.289999962,-49.36999893
-15617.91797,-4.260000229,-49.34999847
-15568.8457,-4.25,-49.33000183
-15476.07227,-4.25,-48.38000107
-15431.88281,-4.309999943,-48.40999985
-15383.29883,-4.28000021,-48.45000076
-15289.54883,-4.309999943,-47.54999924
-15247.55664,-4.320000172,-46.93999863
-15206.54102,-4.239999771,-46.63999939
-15117.91797,-4.260000229,-46.63000107
-15069.82227,-4.300000191,-46.70999908
-15022.45898,-4.289999962,-46.36999893
-14934.81348,-4.289999962,-46.36000061
-14886.96094,-4.239999771,-46.45000076
-14839.59766,-4.239999771,-46.00999832
-14755.61328,-4.329999924,-45.16999817
-14715.08594,-4.239999771,-44.68000031
-14635.25195,-4.340000153,-44.20999908
-14591.30664,-4.260000229,-44.15999985
-14547.60547,-4.269999981,-44.02999878
-14465.33008,-4.25,-43.47999954
-14423.09375,-4.309999943,-43.52999878
-14336.42383,-4.260000229,-43.11000061
-14296.62891,-4.300000191,-42.74000168
-14221.92188,-4.239999771,-41.86999893
-14181.88281,-4.25,-41.61000061
-14100.82813,-4.329999924,-41.70000076
-14058.5918,-4.269999981,-41.70999908
-13978.75781,-4.300000191,-41.06000137
-13940.67188,-4.329999924,-40.75999832
-13861.08203,-4.269999981,-40.74000168
-13821.53125,-4.269999981,-40.36000061
-13749.99805,-4.25,-39.38000107
-13682.12695,-4.320000172,-38.40000153
-13647.45898,-4.309999943,-38.11999893
-13573.72852,-4.320000172,-38.04999924
-13500.97461,-4.289999962,-37.59999847
-13465.57422,-4.269999981,-37.50999832
-13392.33203,-4.28000021,-37.68000031
-13317.86914,-4.340000153,-37.00999832
-13284.42188,-4.260000229,-36.40000153
-13223.63086,-4.28000021,-35.36000061
-13161.13086,-4.320000172,-34.88000107
-13092.77148,-4.289999962,-34.88999939
-13024.41211,-4.269999981,-34.36000061
-12964.35352,-4.28000021,-33.84000015
-12893.06445,-4.320000172,-34.38000107
-12857.17578,-4.269999981,-34.22000122
-12793.69922,-4.25,-33.66999817
-12731.44336,-4.300000191,-33.16999817
-12670.16406,-4.340000153,-32.79000092
-12605.95508,-4.239999771,-32.70999908
-12539.30469,-4.28000021,-32.95000076
-12505.61328,-4.260000229,-32.86000061
-12438.96289,-4.320000172,-33.11000061
-12368.89453,-4.289999962,-33.50999832
-12303.2207,-4.320000172,-33.04000092
-12243.65039,-4.329999924,-32.40000153
-12183.5918,-4.269999981,-32.27999878
-12118.65039,-4.309999943,-32.45999908
-12084.22656,-4.28000021,-32.49000168
-12017.57617,-4.260000229,-32.5
-11957.0293,-4.260000229,-32.24000168
-11892.57617,-4.300000191,-32.45000076
-11824.46094,-4.309999943,-32.45000076
-11764.89063,-4.260000229,-31.76000023
-11707.76172,-4.28000021,-31.12999916
-11651.85352,-4.25,-30.76000023
-11590.57422,-4.289999962,-30.73999977
-11528.80664,-4.28000021,-30.69000053
-11471.18945,-4.239999771,-30.30999947
-11413.81641,-4.300000191,-30.29999924
-11349.85156,-4.260000229,-30.35000038
-11292.23438,-4.329999924,-29.75
-11239.98828,-4.300000191,-29.06999969
-11187.49805,-4.260000229,-28.61000061
-11104.24609,-4.329999924,-28.69000053
-11046.38477,-4.28000021,-28.57999992
-10991.94141,-4.340000153,-28.18000031
-10937.74219,-4.269999981,-28.12999916
-10878.9043,-4.309999943,-28.48999977
-10822.01953,-4.329999924,-28.30999947
-10768.79688,-4.28000021,-27.87000084
-10691.4043,-4.260000229,-27.48999977
-10638.42578,-4.269999981,-27.47999954
-10579.83203,-4.320000172,-27.73999977
-10522.45996,-4.320000172,-27.79000092
-10469.96973,-4.25,-27.70000076
-10383.05566,-4.25,-28.13999939
-10326.65918,-4.300000191,-28
-10274.16895,-4.289999962,-27.44000053
-10223.63184,-4.28000021,-27.03000069
-10149.41309,-4.28000021,-26.78000069
-10092.77246,-4.25,-26.96999931
-10036.62012,-4.340000153,-27.13999939
-9984.618164,-4.320000172,-26.62999916
-9908.69043,-4.289999962,-26.43000031
-9854.491211,-4.309999943,-26.57999992
-9804.686523,-4.320000172,-26.09000015
-9735.838867,-4.269999981,-25.12999916
-9669.676758,-4.25,-24.46999931
-9623.53418,-4.289999962,-24.31999969
-9551.268555,-4.320000172,-24.15999985
-9505.125977,-4.329999924,-23.82999992
-9438.231445,-4.260000229,-23.37000084
-9365.96582,-4.289999962,-23.69000053
-9321.288086,-4.329999924,-23.21999931
-9259.521484,-4.28000021,-22.35000038
-9203.368164,-4.25,-21.56999969
-9142.821289,-4.269999981,-21.36000061
-9076.90332,-4.320000172,-21.45999908
-9013.670898,-4.25,-21.34000015
-8952.879883,-4.320000172,-21.12000084
-8884.764648,-4.28000021,-21.53000069
-8842.52832,-4.320000172,-21.30999947
-8786.131836,-4.320000172,-20.59000015
-8711.424805,-4.269999981,-20.03000069
-8654.540039,-4.340000153,-19.85000038
-8594.481445,-4.309999943,-19.87000084
-8531.493164,-4.320000172,-20.19000053
-8472.899414,-4.289999962,-20.10000038
-8410.887695,-4.309999943,-20.64999962
-8364.500977,-4.320000172,-20.76000023
-8301.756836,-4.300000191,-20.52000046
-8245.116211,-4.300000191,-20.18000031
-8187.499023,-4.25,-19.97999954
-8127.195801,-4.309999943,-20.22999954
-8060.300781,-4.260000229,-20.70999908
-7995.359863,-4.309999943,-20.70999908
-7935.790039,-4.289999962,-20.59000015
-7868.89502,-4.28000021,-21.19000053
-7825.193848,-4.329999924,-21.30999947
-7766.111816,-4.309999943,-20.63999939
-7708.73877,-4.289999962,-20.29999924
-7632.811035,-4.340000153,-20.04000092
-7571.288086,-4.25,-20
-7511.229004,-4.260000229,-20.04999924
-7455.564941,-4.329999924,-19.63999939
-7397.458984,-4.289999962,-19.87000084
-7334.958984,-4.260000229,-19.77000046
-7281.249023,-4.309999943,-19.14999962
-7229.979004,-4.329999924,-18.69000053
-7158.445801,-4.309999943,-18.57999992
-7100.096191,-4.329999924,-18.93000031
-7036.620117,-4.309999943,-19.34000015
-6982.665039,-4.340000153,-18.87000084
-6928.222168,-4.269999981,-18.95000076
-6863.279785,-4.329999924,-19.62000084
-6805.174805,-4.329999924,-19.40999985
-6732.176758,-4.300000191,-18.95000076
-6678.954102,-4.289999962,-18.70999908
-6624.021973,-4.329999924,-18.70999908
-6563.963867,-4.260000229,-19.11000061
-6504.394043,-4.309999943,-19.03000069
-6430.418945,-4.309999943,-18.84000015
-6372.312988,-4.260000229,-19.20000076
-6314.939941,-4.320000172,-19.07999992
-6263.670898,-4.300000191,-18.45000076
-6196.775879,-4.269999981,-17.86000061
-6147.459961,-4.320000172,-17.68000031
-6072.75293,-4.320000172,-18.04000092
-6016.845215,-4.329999924,-18
-5968.01709,-4.309999943,-17.46999931
-5903.318848,-4.25,-17
-5836.913086,-4.269999981,-16.89999962
-5789.062012,-4.320000172,-16.5
-5718.993164,-4.340000153,-15.47000027
-5664.549805,-4.269999981,-14.81999969
-5595.213867,-4.329999924,-14.47000027
-5539.306152,-4.28000021,-14.35000038
-5488.036133,-4.260000229,-13.64999962
-5428.222168,-4.320000172,-12.93999958
-5365.96582,-4.289999962,-12.89000034
-5301.756836,-4.329999924,-11.57999992
-5242.187012,-4.329999924,-9.909999847
-5187.743164,-4.320000172,-8.81000042
-5123.777832,-4.309999943,-7.389999866
-5068.603027,-4.309999943,-7.210000038
-5005.370117,-4.300000191,-6.539999962
-4944.823242,-4.340000153,-6.289999962
-4887.450195,-4.28000021,-6.420000076
-4827.39209,-4.329999924,-5.679999828
-4768.310059,-4.300000191,-4.389999866
-4709.71582,-4.269999981,-2.74000001
-4647.21582,-4.289999962,-1.940000057
-4585.691895,-4.309999943,-4.170000076
-4529.051758,-4.289999962,-5.889999866
-4465.331055,-4.289999962,-7.389999866
-4406.980957,-4.320000172,-8.710000038
-4348.631836,-4.289999962,-9.630000114
-4282.713867,-4.300000191,-10.27999973
-4225.829102,-4.28000021,-10.72999954
-4164.062012,-4.309999943,-11.47000027
-4096.922852,-4.260000229,-12.59000015
-4037.353027,-4.269999981,-13.35000038
-3977.050049,-4.309999943,-13.61999989
-3919.187988,-4.300000191,-14.10000038
-3867.430908,-4.340000153,-15.01000023
-3800.291992,-4.28000021,-15.56999969
-3738.769043,-4.329999924,-15.46000004
-3676.269043,-4.309999943,-15.52999973
-3627.928955,-4.260000229,-15.94999981
-3554.441895,-4.340000153,-16.72999954
-3500.487061,-4.300000191,-16.93000031
-3431.395996,-4.309999943,-17.20000076
-3371.336914,-4.300000191,-18.07999992
-3312.987061,-4.320000172,-18.28000069
-3257.566895,-4.309999943,-18.37999916
-3201.415039,-4.349999905,-18.47999954
-3144.041992,-4.269999981,-18.90999985
-3080.076904,-4.28000021,-19.54000092
-3013.915039,-4.269999981,-20.03000069
-2953.612061,-4.309999943,-20.14999962
-2885.49707,-4.309999943,-21.18000031
-2837.156982,-4.269999981,-21.36000061
-2772.947998,-4.320000172,-21.44000053
-2729.735107,-4.329999924,-21.43000031
-2665.038086,-4.320000172,-21.60000038
-2595.214111,-4.28000021,-22.36000061
-2543.699951,-4.260000229,-23.01000023
-2474.120117,-4.269999981,-22.76000023
-2429.441895,-4.25,-22.87999916
-2352.050049,-4.28000021,-23.48999977
-2306.150879,-4.25,-23.28000069
-2239.745117,-4.300000191,-22.94000053
-2174.803955,-4.329999924,-22.68000031
-2129.88208,-4.309999943,-22.87000084
-2052.000977,-4.260000229,-23.69000053
-2000.975952,-4.329999924,-23.68000031
-1932.128052,-4.269999981,-23.68000031
-1881.347046,-4.269999981,-24.20000076
-1829.344971,-4.300000191,-24.31999969
-1760.740967,-4.340000153,-23.95999908
-1693.358032,-4.340000153,-23.37000084
-1625.730957,-4.340000153,-23.22999954
-1577.880005,-4.309999943,-23.62000084
-1527.098999,-4.28000021,-23.90999985
-1458.739014,-4.28000021,-23.67000008
-1385.984985,-4.28000021,-24.23999977
-1333.739014,-4.300000191,-24.05999947
-1287.353027,-4.349999905,-23.64999962
-1224.119995,-4.269999981,-23.04000092
-1159.178955,-4.289999962,-22.84000015
-1085.937012,-4.269999981,-23.46999931
-1034.666992,-4.309999943,-23.76000023
-989.0130005,-4.340000153,-23.25
-920.6530151,-4.309999943,-23.70999908
-865.4780273,-4.28000021,-24.22999954
-794.4329834,-4.309999943,-23.81999969
-728.2709961,-4.28000021,-23.38999939
-681.151001,-4.28000021,-23.40999985
-610.1060181,-4.309999943,-23.75
-558.348999,-4.269999981,-24.29000092
-504.8819885,-4.329999924,-24.23999977
-431.8840027,-4.300000191,-24.71999931
-374.5109863,-4.260000229,-25.42000008
-321.0440063,-4.329999924,-25.61000061
-269.7739868,-4.260000229,-25.45999908
-193.8470001,-4.349999905,-25.68000031
-141.1119995,-4.340000153,-26
-83.98400116,-4.340000153,-26.62999916
-23.9260006,-4.340000153,-26.44000053
40.03900146,-4.269999981,-22.19000053
92.28500366,-4.210000038,-17.01000023
151.1230011,-3.150000095,-7.590000153
210.4490051,2.480000019,-1.74000001
271.7290039,3.339999914,-3.829999924
331.2990112,4.039999962,-4.849999905
392.0899963,4.760000229,-5.409999847
454.3460083,5.650000095,-5.510000229
512.2069702,6.670000076,-4.880000114
574.7069702,7.960000038,-4.630000114
634.03302,8.970000267,-5.570000172
