Position,Force,Speed
-11976.80469,-8.93999958,26.38999939
-12051.02344,-8.989999771,26.17000008
-12104.24609,-8.960000038,26.10000038
-12153.07422,-8.970000267,25.62000084
-12219.96875,-8.970000267,24.70999908
-12286.61914,-8.93999958,24.10000038
-12330.80859,-8.960000038,23.90999985
-12402.58594,-8.949999809,23.96999931
-12452.63477,-8.930000305,24.03000069
-12521.23828,-8.949999809,23.55999947
-12587.88867,-8.979999542,23.40999985
-12632.56641,-8.970000267,23.14999962
-12695.31055,-8.970000267,22.39999962
-12753.17188,-8.989999771,21.52000046
-12811.27734,-8.93999958,21.05999947
-12875.48633,-8.930000305,21.23999977
-12939.45117,-9,21.20999908
-13001.21875,-8.920000076,20.97999954
-13059.81348,-9,20.77000046
-13122.06836,-8.970000267,20.52000046
-13178.2207,-8.920000076,19.98999977
-13233.39648,-8.93999958,19.65999985
-13291.99023,-8.909999847,19.72999954
-13354.97852,-8.970000267,20.42000008
-13425.04688,-8.970000267,21.17000008
-13472.41016,-8.979999542,21.45000076
-13540.03711,-8.909999847,21.85000038
-13609.86133,-8.920000076,22.27000046
-13655.75977,-8.960000038,22.28000069
-13723.875,-8.960000038,22.62000084
-13773.43555,-8.930000305,22.96999931
-13853.51367,-8.970000267,24.31999969
-13911.13086,-8.93999958,25.18000031
-13968.99219,-8.989999771,25.86000061
-14027.09766,-8.909999847,26.73999977
-14091.06348,-8.979999542,27.5
-14150.87695,-8.979999542,27.70999908
-14206.05273,-8.989999771,27.80999947
-14265.37891,-8.930000305,28.29000092
-14326.16992,-8.960000038,28.84000015
-14393.06445,-8.979999542,29.90999985
-14463.13281,-8.949999809,30.54999924
-14495.35938,-8.93999958,30.69000053
-14562.74219,-8.909999847,31.61000061
-14633.29883,-8.960000038,32.02999878
-14698.48438,-8.960000038,31.90999985
-14762.44922,-8.93999958,32.13000107
-14795.65234,-8.979999542,32.24000168
-14864.25586,-8.93999958,33.09000015
-14942.625,-8.930000305,34.04000092
-14979.49023,-8.949999809,34.09999847
-15047.84961,-8.930000305,34.79999924
-15127.19531,-8.949999809,35.09000015
-15162.5957,-8.949999809,35.09999847
-15231.93164,-8.909999847,35.09999847
-15304.19727,-8.949999809,35.43000031
-15341.55078,-8.920000076,35.88999939
-15424.07031,-8.970000267,36.84999847
-15464.35352,-8.920000076,37.13000107
-15544.91992,-8.93999958,37.95000076
-15587.40039,-8.93999958,38.15000153
-15668.69922,-8.949999809,38.43999863
-15707.0293,-8.93999958,38.52000046
-15787.35156,-8.930000305,39.41999817
-15833.00586,-8.920000076,40.06000137
-15879.14844,-8.979999542,40.75999832
-15972.41016,-8.960000038,41.72999954
-16018.79688,-8.930000305,42.49000168
-16068.60156,-9,43.09000015
-16117.42969,-8.979999542,43.29000092
-16205.80859,-8.979999542,43.36999893
-16249.99805,-8.930000305,43.65999985
-16296.38477,-8.920000076,43.97000122
-16394.28516,-8.960000038,45.38999939
-16446.77539,-8.920000076,45.84999847
-16497.06836,-8.960000038,45.81999969
-16542.47852,-8.979999542,46.45000076
-16594.96875,-8.970000267,46.56000137
-16688.71875,-9,46.36999893
-16733.64063,-8.930000305,46.22000122
-16778.31836,-8.979999542,46.40000153
-16878.66016,-8.989999771,47.54999924
-16931.88281,-8.979999542,47.95000076
-16983.64063,-8.949999809,48.04000092
-17032.46875,-8.930000305,48.13000107
-17081.29688,-8.949999809,48.31000137
-17131.3457,-8.930000305,48.31000137
-17226.56055,-8.960000038,48.18000031
-17274.65625,-9.010000229,48.20000076
-17322.99609,-8.930000305,48.65000153
-17375.97461,-8.949999809,49.29000092
-17431.39453,-8.949999809,49.65999985
-17534.42188,-8.979999542,50.08000183
-17588.13281,-8.920000076,50.54999924
-17643.06445,-8.909999847,50.36999893
-17691.64844,-8.970000267,50.18000031
-17739.98828,-8.970000267,50.31000137
-17791.50195,-8.93999958,50.88999939
-17907.22461,-8.949999809,52.06999969
-17962.88867,-8.920000076,52.43000031
-18018.79688,-8.989999771,53.22000122
-18079.58789,-8.989999771,53.70000076
-18137.9375,-8.970000267,53.70999908
-18191.64844,-8.970000267,53.63999939
-18244.62695,-8.989999771,53.72999954
-18299.07031,-8.960000038,53.93999863
-18354.97852,-8.989999771,54.59000015
-18415.76953,-9,54.86999893
-18473.38672,-8.930000305,54.86999893
-18528.31836,-8.960000038,55.25999832
-18587.15625,-8.949999809,55.34000015
-18643.30859,-8.920000076,55.09999847
-18696.04297,-8.949999809,54.77000046
-18801.51172,-8.949999809,54.90999985
-18858.39648,-8.989999771,55.5
-18919.43164,-8.979999542,55.97000122
-18979.97852,-8.949999809,55.58000183
-19031.73633,-8.960000038,56.33000183
-19095.21289,-8.989999771,56.38999939
-19152.09766,-8.989999771,56.04999924
-19204.83203,-8.949999809,55.65000153
-19256.58984,-8.960000038,55.36000061
-19309.08008,-8.979999542,55.72000122
-19368.16211,-8.960000038,56.31999969
-19430.17383,-8.93999958,56.27999878
-19486.08203,-8.93999958,56.25
-19541.99023,-8.93999958,56.63999939
-19602.29297,-8.949999809,56.5
-19657.46875,-8.949999809,56.27000046
-19711.42383,-8.989999771,55.93999863
-19823.24023,-8.970000267,56.83000183
-19885.49609,-8.920000076,57.43000031
-19948.72852,-8.930000305,57.63000107
-20008.29883,-8.93999958,58.00999832
-20069.82227,-8.930000305,58.40999985
-20132.07813,-8.989999771,58.54999924
-20191.89258,-8.93999958,58.49000168
-20309.8125,-8.960000038,59.13000107
-20373.5332,-9,60.00999832
-20441.89258,-9.010000229,60.18000031
-20503.66016,-8.949999809,60.24000168
-20564.45117,-8.979999542,60.40000153
-20626.46289,-8.970000267,60.15999985
-20684.32422,-8.949999809,59.74000168
-20739.98828,-9,59.34000015
-20795.4082,-8.970000267,59.54999924
-20856.93164,-9,59.88000107
-20919.91992,-9,60.15999985
-20982.66406,-8.970000267,60.06000137
-21041.74609,-8.93999958,60.06999969
-21101.80469,-8.920000076,60.08000183
-21161.86328,-8.920000076,59.59999847
-21216.79492,-8.989999771,59.33000183
-21273.43555,-8.920000076,59.25999832
-21332.0293,-8.930000305,59.61999893
-21395.01758,-8.949999809,60.29999924
-21461.66797,-9,60.18999863
-21520.75,-9,60.41999817
-21583.25,-8.960000038,60.68999863
-21646.48242,-8.970000267,60.18000031
-21701.6582,-8.979999542,59.97000122
-21759.51953,-8.909999847,60.09999847
-21820.79883,-8.93999958,60.86000061
-21888.91406,-8.930000305,61.43999863
-21955.80859,-8.949999809,61.61000061
-22019.04102,-9,62.15999985
-22086.42383,-8.979999542,62.45000076
-22151.60938,-8.920000076,62.09000015
-22210.20313,-8.930000305,61.88000107
-22270.01758,-9,62.02999878
-22333.49414,-8.979999542,62.63000107
-22401.85352,-9,63.08000183
-22469.23633,-8.949999809,62.86000061
-22530.02734,-8.979999542,63.20000076
-22596.43359,-8.949999809,63.06999969
-22658.20117,-8.949999809,62.86000061
-22718.99219,-8.93999958,62.54000092
-22778.31836,-8.930000305,62.20000076
-22837.15625,-8.920000076,62.52999878
-22902.83008,-8.979999542,63.06000137
-22970.94531,-8.979999542,62.77999878
-23031.00391,-8.93999958,63.04999924
-23096.43359,-8.970000267,62.95000076
-23158.44531,-8.960000038,62.54999924
-23217.03906,-8.989999771,61.90999985
-23272.70313,-8.93999958,61.63000107
-23331.54102,-8.949999809,61.86999893
-23395.75,-8.960000038,62.18999863
-23460.93555,-8.970000267,62.06999969
-23521.72656,-8.960000038,62.20999908
-23585.20313,-8.930000305,62.00999832
-23645.26172,-8.949999809,61.59000015
-23702.87891,-8.949999809,61.18000031
-23760.00781,-8.930000305,61.33000183
-23822.75195,-8.93999958,61.86000061
-23889.64648,-8.989999771,62.59000015
-23959.22656,-8.989999771,62.68999863
-24022.70313,-8.909999847,63.40000153
-24093.01563,-8.930000305,63.5
-24157.46875,-8.930000305,63.15999985
-24217.2832,-8.970000267,62.99000168
-24278.5625,-8.949999809,62.91999817
-24340.81836,-8.989999771,63.34999847
-24408.20117,-8.93999958,63.79999924
-24476.31641,-8.979999542,63.65000153
-24538.57227,-8.949999809,63.75999832
-24603.26953,-8.93999958,63.52999878
-24664.54883,-8.949999809,63
-24722.41016,-8.949999809,62.31999969
-24778.07422,-8.989999771,62.09000015
-24837.88867,-8.920000076,62.31000137
-24902.3418,-8.979999542,62.58000183
-24967.52734,-8.949999809,62.45000076
-25028.5625,-8.949999809,62.06000137
-25086.66797,-8.979999542,61.79999924
-25145.99414,-8.979999542,61.20000076
-25201.41406,-8.970000267,60.56999969
-25255.85742,-8.949999809,60.18000031
-25312.25391,-8.93999958,60.11000061
-25371.58008,-8.960000038,60.31999969
-25433.83594,-8.970000267,60.08000183
-25491.69727,-8.970000267,59.70999908
-25547.84961,-8.949999809,59.88000107
-25609.37305,-8.93999958,59.47999954
-25665.03711,-8.960000038,58.75999832
-25716.79492,-8.979999542,58.40000153
-25771.72656,-9,58.20000076
-25890.86719,-9,58.75
-25950.4375,-8.960000038,58.65000153
-26067.625,-8.989999771,58.70999908
-26125.97461,-8.909999847,58.29000092
-26180.17383,-8.93999958,57.61000061
-26231.19922,-8.949999809,57.29999924
-26285.39844,-8.920000076,56.91999817
-26338.62109,-8.960000038,56.91999817
-26395.50586,-8.979999542,56.99000168
-26453.12305,-8.949999809,56.33000183
-26503.17188,-8.930000305,55.75
-26553.2207,-8.960000038,55.79999924
-26659.17773,-9,54.5
-26706.78516,-8.970000267,53.66999817
-26752.43945,-8.979999542,53.11999893
-26800.29102,-8.970000267,52.65999985
-26899.41211,-8.930000305,52.56000137
-26952.39063,-9,51.84000015
-26997.3125,-8.93999958,51.06999969
-27041.01367,-8.970000267,50.99000168
-27091.0625,-8.989999771,50.50999832
-27179.44141,-9,48.77999878
-27218.74805,-8.930000305,47.79999924
-27297.36133,-8.989999771,46.54999924
-27338.62109,-8.909999847,46.34000015
-27426.26758,-8.989999771,45.63999939
-27467.77148,-9,45.04999924
-27547.11719,-8.930000305,44.31999969
-27588.86523,-8.989999771,43.75999832
-27663.81641,-8.979999542,42.31999969
-27698.72852,-8.970000267,41.65000153
-27769.04102,-8.979999542,40.59000015
-27844.96875,-8.949999809,40.34000015
-27883.54297,-8.979999542,40.27000046
-27960.20313,-8.960000038,39.52999878
-27995.35938,-8.909999847,39.22000122
-28070.06445,-8.920000076,39.11000061
-28142.57422,-8.960000038,38.02999878
-28174.80078,-8.979999542,37.43999863
-28236.56836,-8.93999958,36.18999863
-28299.80078,-8.989999771,35.38999939
-28363.52148,-8.960000038,35.09999847
-28431.63672,-8.949999809,34.81000137
-28497.31055,-9,34.29000092
-28557.61328,-8.970000267,33.68999863
-28590.57227,-8.93999958,33.36999893
-28677.97461,-8.920000076,31.90999985
-28730.46484,-8.970000267,30.79999924
-28781.00195,-8.960000038,29.93000031
-28833.98047,-8.949999809,29.37000084
-28914.30273,-8.989999771,28.70000076
-28967.03711,-8.93999958,28.05999947
-29016.8418,-8.989999771,27.62999916
-29093.01367,-9.010000229,26.94000053
-29141.10938,-8.970000267,26.20000076
-29203.12109,-8.970000267,24.59000015
-29263.17969,-8.970000267,23.47999954
-29323.72656,-8.920000076,22.65999985
-29387.93555,-8.930000305,22.31999969
-29430.41602,-8.930000305,22.26000023
-29490.96289,-8.930000305,21.45999908
-29562.49609,-8.979999542,20.19000053
